# Genome version: Mus musculus (mm10)
#Peak_mid_point	subclass(label1#label2)
chr5:144550925	inactive;shared
chr5:144551056	inactive;shared
chr5:14572704	inactive;shared
chr5:148127496	inactive;shared
chr5:149910412	inactive;shared
chr5:150356772	inactive;shared
chr5:150862481	inactive;shared
chr5:151051566	inactive;shared
chr5:15850387	inactive;shared
chr5:15993467	inactive;shared
chr5:16230832	inactive;shared
chr5:17551841	inactive;shared
chr5:17587060	inactive;shared
chr5:17746234	inactive;shared
chr5:19017561	inactive;shared
chr5:19405432	inactive;shared
chr5:19855672	inactive;shared
chr5:20245610	inactive;shared
chr5:20486638	inactive;shared
chr5:21032829	inactive;shared
chr5:21502364	inactive;shared
chr5:22099203	inactive;shared
chr5:22191200	inactive;shared
chr5:23076177	inactive;shared
chr5:25652507	inactive;shared
chr5:25724232	inactive;shared
chr5:25856083	inactive;shared
chr5:26317706	inactive;shared
chr5:26592489	inactive;shared
chr5:27147787	inactive;shared
chr5:28961996	inactive;shared
chr5:29655248	inactive;shared
chr5:30580948	inactive;shared
chr5:31933523	inactive;shared
chr5:3325797	inactive;shared
chr5:34568835	inactive;shared
chr5:35466574	inactive;shared
chr5:37405180	inactive;shared
chr5:3908712	inactive;shared
chr5:40015104	inactive;shared
chr5:41699847	inactive;shared
chr5:41703808	inactive;shared
chr5:41729082	inactive;shared
chr5:43088886	inactive;shared
chr5:43444782	inactive;shared
chr5:44027996	inactive;shared
chr5:44185109	inactive;shared
chr5:44234098	inactive;shared
chr5:44245916	inactive;shared
chr5:44250404	inactive;shared
chr5:44250760	inactive;shared
chr5:44515417	inactive;shared
chr5:44538183	inactive;shared
chr5:45155071	inactive;shared
chr5:46047244	inactive;shared
chr5:46151041	inactive;shared
chr5:46182706	inactive;shared
chr5:4651317	inactive;shared
chr5:46565758	inactive;shared
chr5:48049147	inactive;shared
chr5:4812248	inactive;shared
chr5:48181909	inactive;shared
chr5:48436319	inactive;shared
chr5:48590480	inactive;shared
chr5:49336944	inactive;shared
chr5:49813419	inactive;shared
chr5:50015270	inactive;shared
chr5:5024575	inactive;shared
chr5:50626739	inactive;shared
chr5:51923499	inactive;shared
chr5:52110952	inactive;shared
chr5:53401908	inactive;shared
chr5:53852676	inactive;shared
chr5:53922652	inactive;shared
chr5:54441407	inactive;shared
chr5:54894490	inactive;shared
chr5:55478769	inactive;shared
chr5:55699323	inactive;shared
chr5:57724215	inactive;shared
chr5:57802183	inactive;shared
chr5:57866359	inactive;shared
chr5:58847257	inactive;shared
chr5:59700006	inactive;shared
chr5:61264256	inactive;shared
chr5:63366001	inactive;shared
chr5:63974842	inactive;shared
chr5:67205318	inactive;shared
chr5:67606084	inactive;shared
chr5:67753222	inactive;shared
chr5:68399639	inactive;shared
chr5:72719205	inactive;shared
chr5:73944380	inactive;shared
chr5:74435674	inactive;shared
chr5:74648134	inactive;shared
chr5:75170076	inactive;shared
chr5:75355504	inactive;shared
chr5:75954466	inactive;shared
chr5:76665624	inactive;shared
chr5:76782819	inactive;shared
chr5:76815154	inactive;shared
chr5:77090107	inactive;shared
chr5:78878942	inactive;shared
chr5:80393912	inactive;shared
chr5:81089767	inactive;shared
chr5:81124726	inactive;shared
chr5:81282843	inactive;shared
chr5:82330914	inactive;shared
chr5:85695550	inactive;shared
chr5:87876101	inactive;shared
chr5:89098302	inactive;shared
chr5:89408780	inactive;shared
chr5:89635539	inactive;shared
chr5:89783594	inactive;shared
chr5:90102631	inactive;shared
chr5:9044932	inactive;shared
chr5:90502508	inactive;shared
chr5:91589448	inactive;shared
chr5:91603697	inactive;shared
chr5:91876048	inactive;shared
chr5:91899208	inactive;shared
chr5:91907180	inactive;shared
chr5:92821465	inactive;shared
chr5:96219641	inactive;shared
chr5:96364315	inactive;shared
chr5:96941435	inactive;shared
chr5:97295909	inactive;shared
chr5:97564033	inactive;shared
chr5:97906135	inactive;shared
chr5:98306901	inactive;shared
chr5:98417383	inactive;shared
chr5:98467343	inactive;shared
chr5:98811682	inactive;shared
chr5:98955723	inactive;shared
chr5:99390644	inactive;shared
chr5:99564666	inactive;shared
chr5:99759015	inactive;shared
chr5:99873265	inactive;shared
chr6:100103629	inactive;shared
chr6:102521146	inactive;shared
chr6:102942238	inactive;shared
chr6:103077155	inactive;shared
chr6:103473724	inactive;shared
chr6:104879910	inactive;shared
chr6:106013889	inactive;shared
chr6:106723214	inactive;shared
chr6:107010893	inactive;shared
chr6:107654329	inactive;shared
chr6:107977440	inactive;shared
chr6:109966735	inactive;shared
chr6:110206001	inactive;shared
chr6:110206183	inactive;shared
chr6:111293781	inactive;shared
chr6:111511318	inactive;shared
chr6:111776157	inactive;shared
chr6:112038368	inactive;shared
chr6:114903629	inactive;shared
chr6:115310053	inactive;shared
chr6:115481102	inactive;shared
chr6:117406051	inactive;shared
chr6:117958632	inactive;shared
chr6:118385984	inactive;shared
chr6:119217119	inactive;shared
chr6:119614377	inactive;shared
chr6:121133028	inactive;shared
chr6:12117747	inactive;shared
chr6:12118015	inactive;shared
chr6:121453865	inactive;shared
chr6:121458288	inactive;shared
chr6:126187584	inactive;shared
chr6:126321484	inactive;shared
chr6:12654552	inactive;shared
chr6:127663582	inactive;shared
chr6:127663914	inactive;shared
chr6:12806708	inactive;shared
chr6:12856878	inactive;shared
chr6:129434340	inactive;shared
chr6:129522668	inactive;shared
chr6:134002875	inactive;shared
chr6:135869999	inactive;shared
chr6:13687830	inactive;shared
chr6:13834793	inactive;shared
chr6:138416194	inactive;shared
chr6:138582291	inactive;shared
chr6:138582752	inactive;shared
chr6:138754747	inactive;shared
chr6:138998066	inactive;shared
chr6:139524515	inactive;shared
chr6:140407312	inactive;shared
chr6:141846059	inactive;shared
chr6:142298320	inactive;shared
chr6:142464748	inactive;shared
chr6:143261011	inactive;shared
chr6:145888528	inactive;shared
chr6:146190364	inactive;shared
chr6:147718503	inactive;shared
chr6:148616452	inactive;shared
chr6:148845300	inactive;shared
chr6:149443128	inactive;shared
chr6:15397692	inactive;shared
chr6:15841697	inactive;shared
chr6:16098909	inactive;shared
chr6:16695711	inactive;shared
chr6:17165720	inactive;shared
chr6:17451454	inactive;shared
chr6:17785375	inactive;shared
chr6:18127375	inactive;shared
chr6:18649204	inactive;shared
chr6:23241097	inactive;shared
chr6:23568996	inactive;shared
chr6:23586052	inactive;shared
chr6:23833642	inactive;shared
chr6:23876337	inactive;shared
chr6:23876658	inactive;shared
chr6:28749980	inactive;shared
chr6:29866552	inactive;shared
chr6:30654774	inactive;shared
chr6:31626519	inactive;shared
chr6:32272336	inactive;shared
chr6:32476679	inactive;shared
chr6:32482530	inactive;shared
chr6:33431470	inactive;shared
chr6:33958440	inactive;shared
chr6:33963261	inactive;shared
chr6:34049642	inactive;shared
chr6:35732716	inactive;shared
chr6:36076082	inactive;shared
chr6:36302692	inactive;shared
chr6:36644981	inactive;shared
chr6:36972270	inactive;shared
chr6:37195965	inactive;shared
chr6:37569365	inactive;shared
chr6:38760462	inactive;shared
chr6:40008536	inactive;shared
chr6:40019771	inactive;shared
chr6:40437219	inactive;shared
chr6:41577570	inactive;shared
chr6:43333678	inactive;shared
chr6:4413429	inactive;shared
chr6:4485286	inactive;shared
chr6:4486036	inactive;shared
chr6:45270362	inactive;shared
chr6:4554496	inactive;shared
chr6:46484162	inactive;shared
chr6:46561209	inactive;shared
chr6:46614091	inactive;shared
chr6:46905161	inactive;shared
chr6:46921773	inactive;shared
chr6:4693872	inactive;shared
chr6:4696033	inactive;shared
chr6:47051107	inactive;shared
chr6:51620363	inactive;shared
chr6:51825947	inactive;shared
chr6:51963767	inactive;shared
chr6:52567579	inactive;shared
chr6:5290509	inactive;shared
chr6:53290003	inactive;shared
chr6:53682729	inactive;shared
chr6:53683120	inactive;shared
chr6:55410337	inactive;shared
chr6:5572484	inactive;shared
chr6:55838826	inactive;shared
chr6:56020977	inactive;shared
chr6:56722211	inactive;shared
chr6:58611471	inactive;shared
chr6:59150708	inactive;shared
chr6:61004483	inactive;shared
chr6:61790330	inactive;shared
chr6:62620641	inactive;shared
chr6:6550631	inactive;shared
chr6:65592825	inactive;shared
chr6:65725909	inactive;shared
chr6:65926006	inactive;shared
chr6:66511132	inactive;shared
chr6:67423690	inactive;shared
chr6:6842467	inactive;shared
chr6:69887035	inactive;shared
chr6:71067387	inactive;shared
chr6:72182997	inactive;shared
chr6:73425798	inactive;shared
chr6:73427687	inactive;shared
chr6:73522814	inactive;shared
chr6:74061887	inactive;shared
chr6:74710089	inactive;shared
chr6:74783330	inactive;shared
chr6:75495894	inactive;shared
chr6:75558749	inactive;shared
chr6:7558282	inactive;shared
chr6:75707707	inactive;shared
chr6:75715133	inactive;shared
chr6:76843416	inactive;shared
chr6:77225675	inactive;shared
chr6:77485876	inactive;shared
chr6:77502939	inactive;shared
chr6:77512004	inactive;shared
chr6:77899396	inactive;shared
chr6:77948994	inactive;shared
chr6:78085374	inactive;shared
chr6:78245260	inactive;shared
chr6:78340423	inactive;shared
chr6:80023304	inactive;shared
chr6:80185910	inactive;shared
chr6:80664328	inactive;shared
chr6:82430008	inactive;shared
chr6:82987567	inactive;shared
chr6:84946738	inactive;shared
chr6:85016390	inactive;shared
chr6:86203225	inactive;shared
chr6:88162988	inactive;shared
chr6:88219274	inactive;shared
chr6:88791558	inactive;shared
chr6:9022795	inactive;shared
chr6:9066661	inactive;shared
chr6:90923726	inactive;shared
chr6:90926525	inactive;shared
chr6:91146738	inactive;shared
chr6:9151284	inactive;shared
chr6:92185799	inactive;shared
chr6:92714663	inactive;shared
chr6:92883402	inactive;shared
chr6:93180409	inactive;shared
chr6:93189177	inactive;shared
chr6:93435367	inactive;shared
chr6:94123339	inactive;shared
chr6:94340567	inactive;shared
chr6:94340785	inactive;shared
chr6:95024843	inactive;shared
chr6:95101512	inactive;shared
chr6:95675495	inactive;shared
chr6:9571284	inactive;shared
chr6:97302447	inactive;shared
chr6:97544870	inactive;shared
chr6:97701841	inactive;shared
chr6:98094963	inactive;shared
chr6:98107427	inactive;shared
chr6:98383825	inactive;shared
chr6:99916850	inactive;shared
chr7:100734353	inactive;shared
chr7:100734515	inactive;shared
chr7:100753642	inactive;shared
chr7:101772936	inactive;shared
chr7:101850025	inactive;shared
chr7:104851842	inactive;shared
chr7:109090672	inactive;shared
chr7:111316804	inactive;shared
chr7:112491804	inactive;shared
chr7:115702917	inactive;shared
chr7:116894122	inactive;shared
chr7:117902997	inactive;shared
chr7:118935334	inactive;shared
chr7:119364129	inactive;shared
chr7:121100228	inactive;shared
chr7:122026964	inactive;shared
chr7:122299076	inactive;shared
chr7:123724290	inactive;shared
chr7:123986636	inactive;shared
chr7:124220876	inactive;shared
chr7:125763168	inactive;shared
chr7:128574366	inactive;shared
chr7:128593451	inactive;shared
chr7:129167974	inactive;shared
chr7:129576087	inactive;shared
chr7:129701224	inactive;shared
chr7:131497094	inactive;shared
chr7:131652109	inactive;shared
chr7:131778141	inactive;shared
chr7:132455489	inactive;shared
chr7:133552122	inactive;shared
chr7:134997618	inactive;shared
chr7:135393083	inactive;shared
chr7:136065657	inactive;shared
chr7:136475816	inactive;shared
chr7:137120189	inactive;shared
chr7:137764763	inactive;shared
chr7:137865133	inactive;shared
chr7:140342848	inactive;shared
chr7:143207185	inactive;shared
chr7:25899390	inactive;shared
chr7:27216682	inactive;shared
chr7:34394290	inactive;shared
chr7:34785222	inactive;shared
chr7:35732895	inactive;shared
chr7:46131740	inactive;shared
chr7:46476687	inactive;shared
chr7:49047340	inactive;shared
chr7:49260714	inactive;shared
chr7:49417326	inactive;shared
chr7:49768797	inactive;shared
chr7:49900353	inactive;shared
chr7:50539423	inactive;shared
chr7:50887786	inactive;shared
chr7:51452453	inactive;shared
chr7:51633296	inactive;shared
chr7:51832692	inactive;shared
chr7:51857274	inactive;shared
chr7:57068912	inactive;shared
chr7:63170526	inactive;shared
chr7:63316462	inactive;shared
chr7:63586488	inactive;shared
chr7:64276638	inactive;shared
chr7:64789074	inactive;shared
chr7:64877059	inactive;shared
chr7:65018112	inactive;shared
chr7:65439290	inactive;shared
chr7:66004190	inactive;shared
chr7:66785154	inactive;shared
chr7:66786084	inactive;shared
chr7:67170263	inactive;shared
chr7:67589944	inactive;shared
chr7:68340016	inactive;shared
chr7:68356084	inactive;shared
chr7:69641926	inactive;shared
chr7:69655680	inactive;shared
chr7:71728699	inactive;shared
chr7:71731976	inactive;shared
chr7:71775317	inactive;shared
chr7:72538438	inactive;shared
chr7:72541623	inactive;shared
chr7:73262890	inactive;shared
chr7:73354405	inactive;shared
chr7:74365830	inactive;shared
chr7:74673889	inactive;shared
chr7:75431326	inactive;shared
chr7:77632691	inactive;shared
chr7:77706492	inactive;shared
chr7:77774102	inactive;shared
chr7:77867674	inactive;shared
chr7:80923337	inactive;shared
chr7:82651925	inactive;shared
chr7:83445332	inactive;shared
chr7:83451212	inactive;shared
chr7:87843896	inactive;shared
chr7:88467910	inactive;shared
chr7:90697108	inactive;shared
chr7:91423909	inactive;shared
chr7:91687682	inactive;shared
chr7:91688260	inactive;shared
chr7:93402685	inactive;shared
chr7:93672089	inactive;shared
chr7:94445974	inactive;shared
chr7:94891071	inactive;shared
chr7:95084510	inactive;shared
chr7:95318641	inactive;shared
chr7:96413924	inactive;shared
chr7:96604620	inactive;shared
chr7:96679884	inactive;shared
chr7:98248410	inactive;shared
chr7:99275232	inactive;shared
chr8:10052875	inactive;shared
chr8:100943860	inactive;shared
chr8:101522760	inactive;shared
chr8:10173376	inactive;shared
chr8:101994002	inactive;shared
chr8:102000776	inactive;shared
chr8:102575801	inactive;shared
chr8:102698604	inactive;shared
chr8:102735298	inactive;shared
chr8:102884481	inactive;shared
chr8:103314806	inactive;shared
chr8:10344221	inactive;shared
chr8:103451497	inactive;shared
chr8:103462305	inactive;shared
chr8:103699583	inactive;shared
chr8:103821268	inactive;shared
chr8:104053222	inactive;shared
chr8:105415135	inactive;shared
chr8:10603829	inactive;shared
chr8:106778324	inactive;shared
chr8:107846300	inactive;shared
chr8:107883686	inactive;shared
chr8:107952721	inactive;shared
chr8:108937674	inactive;shared
chr8:109451223	inactive;shared
chr8:109497874	inactive;shared
chr8:110331134	inactive;shared
chr8:110443551	inactive;shared
chr8:11059498	inactive;shared
chr8:111024129	inactive;shared
chr8:11119305	inactive;shared
chr8:111516656	inactive;shared
chr8:113156882	inactive;shared
chr8:113667220	inactive;shared
chr8:113799757	inactive;shared
chr8:114937160	inactive;shared
chr8:115466737	inactive;shared
chr8:116164711	inactive;shared
chr8:116450631	inactive;shared
chr8:118004490	inactive;shared
chr8:118202661	inactive;shared
chr8:118471568	inactive;shared
chr8:119868599	inactive;shared
chr8:12339853	inactive;shared
chr8:125428950	inactive;shared
chr8:128255052	inactive;shared
chr8:128361444	inactive;shared
chr8:128362850	inactive;shared
chr8:128365773	inactive;shared
chr8:128440200	inactive;shared
chr8:128488721	inactive;shared
chr8:13294228	inactive;shared
chr8:13782860	inactive;shared
chr8:15392396	inactive;shared
chr8:16619879	inactive;shared
chr8:16805287	inactive;shared
chr8:17440460	inactive;shared
chr8:18742284	inactive;shared
chr8:21839514	inactive;shared
chr8:24281469	inactive;shared
chr8:26672945	inactive;shared
chr8:26805308	inactive;shared
chr8:26974385	inactive;shared
chr8:27847738	inactive;shared
chr8:28252559	inactive;shared
chr8:28300611	inactive;shared
chr8:29110081	inactive;shared
chr8:30494920	inactive;shared
chr8:30860424	inactive;shared
chr8:30995268	inactive;shared
chr8:31002744	inactive;shared
chr8:31044329	inactive;shared
chr8:31278857	inactive;shared
chr8:31832431	inactive;shared
chr8:31885769	inactive;shared
chr8:31895724	inactive;shared
chr8:32463937	inactive;shared
chr8:32852145	inactive;shared
chr8:33301670	inactive;shared
chr8:34237532	inactive;shared
chr8:34401545	inactive;shared
chr8:34551561	inactive;shared
chr8:34557430	inactive;shared
chr8:34781309	inactive;shared
chr8:34793066	inactive;shared
chr8:36200778	inactive;shared
chr8:36714085	inactive;shared
chr8:36989961	inactive;shared
chr8:39603368	inactive;shared
chr8:39985128	inactive;shared
chr8:40161561	inactive;shared
chr8:4115787	inactive;shared
chr8:41588319	inactive;shared
chr8:43400113	inactive;shared
chr8:43895335	inactive;shared
chr8:44579709	inactive;shared
chr8:45202625	inactive;shared
chr8:45674272	inactive;shared
chr8:46781284	inactive;shared
chr8:47626316	inactive;shared
chr8:48552503	inactive;shared
chr8:48552644	inactive;shared
chr8:48890563	inactive;shared
chr8:48969181	inactive;shared
chr8:48970785	inactive;shared
chr8:48981893	inactive;shared
chr8:50038159	inactive;shared
chr8:50053230	inactive;shared
chr8:50082908	inactive;shared
chr8:50295238	inactive;shared
chr8:53489212	inactive;shared
chr8:53930968	inactive;shared
chr8:54020493	inactive;shared
chr8:54713478	inactive;shared
chr8:54809762	inactive;shared
chr8:54902037	inactive;shared
chr8:55019814	inactive;shared
chr8:57470832	inactive;shared
chr8:57626634	inactive;shared
chr8:57949533	inactive;shared
chr8:59205974	inactive;shared
chr8:59353183	inactive;shared
chr8:59479094	inactive;shared
chr8:59511988	inactive;shared
chr8:5982152	inactive;shared
chr8:59846461	inactive;shared
chr8:60517144	inactive;shared
chr8:60864971	inactive;shared
chr8:61157333	inactive;shared
chr8:61157706	inactive;shared
chr8:6204508	inactive;shared
chr8:62624970	inactive;shared
chr8:64412716	inactive;shared
chr8:64588010	inactive;shared
chr8:66215264	inactive;shared
chr8:66220140	inactive;shared
chr8:67267967	inactive;shared
chr8:67815911	inactive;shared
chr8:67848803	inactive;shared
chr8:68484513	inactive;shared
chr8:68498887	inactive;shared
chr8:69049600	inactive;shared
chr8:73097297	inactive;shared
chr8:74074151	inactive;shared
chr8:74413967	inactive;shared
chr8:74521856	inactive;shared
chr8:7578062	inactive;shared
chr8:76072736	inactive;shared
chr8:76327921	inactive;shared
chr8:77688945	inactive;shared
chr8:78662543	inactive;shared
chr8:80149868	inactive;shared
chr8:81557837	inactive;shared
chr8:81639990	inactive;shared
chr8:82882864	inactive;shared
chr8:82901784	inactive;shared
chr8:8378709	inactive;shared
chr8:86087943	inactive;shared
chr8:87105076	inactive;shared
chr8:87406020	inactive;shared
chr8:87806080	inactive;shared
chr8:88610450	inactive;shared
chr8:8893126	inactive;shared
chr8:89744531	inactive;shared
chr8:89982462	inactive;shared
chr8:9012345	inactive;shared
chr8:90241625	inactive;shared
chr8:90392926	inactive;shared
chr8:90512751	inactive;shared
chr8:90601088	inactive;shared
chr8:91618940	inactive;shared
chr8:91944577	inactive;shared
chr8:92035630	inactive;shared
chr8:92095186	inactive;shared
chr8:92178359	inactive;shared
chr8:92335413	inactive;shared
chr8:92373509	inactive;shared
chr8:92392899	inactive;shared
chr8:92472609	inactive;shared
chr8:92735907	inactive;shared
chr8:9494362	inactive;shared
chr8:95750325	inactive;shared
chr8:96415557	inactive;shared
chr8:96700267	inactive;shared
chr8:96835090	inactive;shared
chr8:96852811	inactive;shared
chr8:96911480	inactive;shared
chr8:97477196	inactive;shared
chr8:98767348	inactive;shared
chr8:99161819	inactive;shared
chr8:99167221	inactive;shared
chr9:100107428	inactive;shared
chr9:100685852	inactive;shared
chr9:102068768	inactive;shared
chr9:102069796	inactive;shared
chr9:10226324	inactive;shared
chr9:10266872	inactive;shared
chr9:103629069	inactive;shared
chr9:103929027	inactive;shared
chr9:103971583	inactive;shared
chr9:10529349	inactive;shared
chr9:105811661	inactive;shared
chr9:10693227	inactive;shared
chr9:107010777	inactive;shared
chr9:113177303	inactive;shared
chr9:113887242	inactive;shared
chr9:115662063	inactive;shared
chr9:115692323	inactive;shared
chr9:116377835	inactive;shared
chr9:11671543	inactive;shared
chr9:116905824	inactive;shared
chr9:116966018	inactive;shared
chr9:117154968	inactive;shared
chr9:11898293	inactive;shared
chr9:119461529	inactive;shared
chr9:13478388	inactive;shared
chr9:13974739	inactive;shared
chr9:14242550	inactive;shared
chr9:15422326	inactive;shared
chr9:15944412	inactive;shared
chr9:15958797	inactive;shared
chr9:15992690	inactive;shared
chr9:16108232	inactive;shared
chr9:16257600	inactive;shared
chr9:16459268	inactive;shared
chr9:17516120	inactive;shared
chr9:22707884	inactive;shared
chr9:24782445	inactive;shared
chr9:24912631	inactive;shared
chr9:27212904	inactive;shared
chr9:27510651	inactive;shared
chr9:27536875	inactive;shared
chr9:28160009	inactive;shared
chr9:28838464	inactive;shared
chr9:29118899	inactive;shared
chr9:29367323	inactive;shared
chr9:29369860	inactive;shared
chr9:29461278	inactive;shared
chr9:29691608	inactive;shared
chr9:29700311	inactive;shared
chr9:29883322	inactive;shared
chr9:29937899	inactive;shared
chr9:30236053	inactive;shared
chr9:31837053	inactive;shared
chr9:32741805	inactive;shared
chr9:33804880	inactive;shared
chr9:34278414	inactive;shared
chr9:34534611	inactive;shared
chr9:34544486	inactive;shared
chr9:34670993	inactive;shared
chr9:34825291	inactive;shared
chr9:35310438	inactive;shared
chr9:35523040	inactive;shared
chr9:36846549	inactive;shared
chr9:37067686	inactive;shared
chr9:37570943	inactive;shared
chr9:40846679	inactive;shared
chr9:40872968	inactive;shared
chr9:41129866	inactive;shared
chr9:41698752	inactive;shared
chr9:42846539	inactive;shared
chr9:43343752	inactive;shared
chr9:43817483	inactive;shared
chr9:43931048	inactive;shared
chr9:44119902	inactive;shared
chr9:45697220	inactive;shared
chr9:46367564	inactive;shared
chr9:46524896	inactive;shared
chr9:47004537	inactive;shared
chr9:47282587	inactive;shared
chr9:47388367	inactive;shared
chr9:47714678	inactive;shared
chr9:47725595	inactive;shared
chr9:48021133	inactive;shared
chr9:48265607	inactive;shared
chr9:49703758	inactive;shared
chr9:50129282	inactive;shared
chr9:51711267	inactive;shared
chr9:52366301	inactive;shared
chr9:53820439	inactive;shared
chr9:54705783	inactive;shared
chr9:55083370	inactive;shared
chr9:55397273	inactive;shared
chr9:55882885	inactive;shared
chr9:56565107	inactive;shared
chr9:56683027	inactive;shared
chr9:56701156	inactive;shared
chr9:56998484	inactive;shared
chr9:58090864	inactive;shared
chr9:58716993	inactive;shared
chr9:59570362	inactive;shared
chr9:59595266	inactive;shared
chr9:59839841	inactive;shared
chr9:60015903	inactive;shared
chr9:60176319	inactive;shared
chr9:60194928	inactive;shared
chr9:60414322	inactive;shared
chr9:61717261	inactive;shared
chr9:61823841	inactive;shared
chr9:62181340	inactive;shared
chr9:62983136	inactive;shared
chr9:63186438	inactive;shared
chr9:63338692	inactive;shared
chr9:64521110	inactive;shared
chr9:65360964	inactive;shared
chr9:66927906	inactive;shared
chr9:67666680	inactive;shared
chr9:68095323	inactive;shared
chr9:68551632	inactive;shared
chr9:69114494	inactive;shared
chr9:69306591	inactive;shared
chr9:69318085	inactive;shared
chr9:69464363	inactive;shared
chr9:69927189	inactive;shared
chr9:74232857	inactive;shared
chr9:74239360	inactive;shared
chr9:74276219	inactive;shared
chr9:74282277	inactive;shared
chr9:74298042	inactive;shared
chr9:74384441	inactive;shared
chr9:74723862	inactive;shared
chr9:74922410	inactive;shared
chr9:78077784	inactive;shared
chr9:79525266	inactive;shared
chr9:79598625	inactive;shared
chr9:79796936	inactive;shared
chr9:79976868	inactive;shared
chr9:80227054	inactive;shared
chr9:80327691	inactive;shared
chr9:80516553	inactive;shared
chr9:81814721	inactive;shared
chr9:82510210	inactive;shared
chr9:83323097	inactive;shared
chr9:83630529	inactive;shared
chr9:84319830	inactive;shared
chr9:85124396	inactive;shared
chr9:85689344	inactive;shared
chr9:86319903	inactive;shared
chr9:87078074	inactive;shared
chr9:87379961	inactive;shared
chr9:93210043	inactive;shared
chr9:94815787	inactive;shared
chr9:95113321	inactive;shared
chr9:95338720	inactive;shared
chr9:95340860	inactive;shared
chr9:9674364	inactive;shared
chr9:97171056	inactive;shared
chr9:97289679	inactive;shared
chr9:97352452	inactive;shared
chr9:97498867	inactive;shared
chr9:97541679	inactive;shared
chr9:97672519	inactive;shared
chr9:97672819	inactive;shared
chr9:97723279	inactive;shared
chr9:97992684	inactive;shared
chr9:98142151	inactive;shared
chr9:98177046	inactive;shared
chr9:98515268	inactive;shared
chr9:98525486	inactive;shared
chr9:98791758	inactive;shared
chr9:99968664	inactive;shared
chrX:10071674	inactive;shared
chrX:101977131	inactive;shared
chrX:102052579	inactive;shared
chrX:103797524	inactive;shared
chrX:10909452	inactive;shared
chrX:110317986	inactive;shared
chrX:111386700	inactive;shared
chrX:111865113	inactive;shared
chrX:11265164	inactive;shared
chrX:113421623	inactive;shared
chrX:113421999	inactive;shared
chrX:115703341	inactive;shared
chrX:11576387	inactive;shared
chrX:131774186	inactive;shared
chrX:132850034	inactive;shared
chrX:133939729	inactive;shared
chrX:134845388	inactive;shared
chrX:135992545	inactive;shared
chrX:137681706	inactive;shared
chrX:140214025	inactive;shared
chrX:140573206	inactive;shared
chrX:140661363	inactive;shared
chrX:14139647	inactive;shared
chrX:144739298	inactive;shared
chrX:145111694	inactive;shared
chrX:145370952	inactive;shared
chrX:145516742	inactive;shared
chrX:145873504	inactive;shared
chrX:14609997	inactive;shared
chrX:146164939	inactive;shared
chrX:155472429	inactive;shared
chrX:156903109	inactive;shared
chrX:157633970	inactive;shared
chrX:157640112	inactive;shared
chrX:160190455	inactive;shared
chrX:160857288	inactive;shared
chrX:162167271	inactive;shared
chrX:162386968	inactive;shared
chrX:163146864	inactive;shared
chrX:163917063	inactive;shared
chrX:163923619	inactive;shared
chrX:166163338	inactive;shared
chrX:166348265	inactive;shared
chrX:166651626	inactive;shared
chrX:166779760	inactive;shared
chrX:166789373	inactive;shared
chrX:167635994	inactive;shared
chrX:169006089	inactive;shared
chrX:17128692	inactive;shared
chrX:17300455	inactive;shared
chrX:21435217	inactive;shared
chrX:22786849	inactive;shared
chrX:22961554	inactive;shared
chrX:23161885	inactive;shared
chrX:23248848	inactive;shared
chrX:23890258	inactive;shared
chrX:36646888	inactive;shared
chrX:38394816	inactive;shared
chrX:38656434	inactive;shared
chrX:41406983	inactive;shared
chrX:41425786	inactive;shared
chrX:43218761	inactive;shared
chrX:45724706	inactive;shared
chrX:47516714	inactive;shared
chrX:48102087	inactive;shared
chrX:49384036	inactive;shared
chrX:49463658	inactive;shared
chrX:51222938	inactive;shared
chrX:52296726	inactive;shared
chrX:52402176	inactive;shared
chrX:57083244	inactive;shared
chrX:57892501	inactive;shared
chrX:58182939	inactive;shared
chrX:60760154	inactive;shared
chrX:60853892	inactive;shared
chrX:6494343	inactive;shared
chrX:68816082	inactive;shared
chrX:69798726	inactive;shared
chrX:70897457	inactive;shared
chrX:7156433	inactive;shared
chrX:72767534	inactive;shared
chrX:79012148	inactive;shared
chrX:80190790	inactive;shared
chrX:80901750	inactive;shared
chrX:84587020	inactive;shared
chrX:85003354	inactive;shared
chrX:85104322	inactive;shared
chrX:85343732	inactive;shared
chrX:85559957	inactive;shared
chrX:87423323	inactive;shared
chrX:89559511	inactive;shared
chrX:92790501	inactive;shared
chrX:93502963	inactive;shared
chrX:99221216	inactive;shared
chr10:106461438	active;early
chr10:108524672	active;early
chr10:116430217	active;early
chr10:121521148	active;early
chr10:126810645	active;early
chr10:126997539	active;early
chr10:15263580	active;early
chr10:17705669	active;early
chr10:17706099	active;early
chr10:18469215	active;early
chr10:18643002	active;early
chr10:19177558	active;early
chr10:20298733	active;early
chr10:21102196	active;early
chr10:24558511	active;early
chr10:26609223	active;early
chr10:29855997	active;early
chr10:33375668	active;early
chr10:3891991	active;early
chr10:39175185	active;early
chr10:39551006	active;early
chr10:39629024	active;early
chr10:42972262	active;early
chr10:44021773	active;early
chr10:44086590	active;early
chr10:4492375	active;early
chr10:45446271	active;early
chr10:51464092	active;early
chr10:51816879	active;early
chr10:56374374	active;early
chr10:5762723	active;early
chr10:59790589	active;early
chr10:60783815	active;early
chr10:61315555	active;early
chr10:61315796	active;early
